"Level1","OutletZone","OutletName","Division","Category_Level_1","Category_Level_2","Category_Level_3","Article_Code","Article_Name","ThisSales","LastSales","DiffSales","ChangePerctgSales","MixSales","ThisSalesQTY","LastSalesQTY","DiffSalesQTY","ChangePercgSalesQTY","ThisFootfall","LastFootfall","DiffFootfall","ChangePercFootfall","ThisBasketValue","LastBasketValue","DiffBasketValue","ChangePercBasketValue","ThisGPPerc","LastGPPerc","DiffGPerc","ThisGPV","LastGPV","DiffGPV","ChangePercGPV"
"National","","","","","","","","","445893488.8","430637717.16","15255771.64","3.5425","1","0","0","0","0","542891","497803","45088","9.0573","821.33","865.08","-43.75","-5.0573","0","0","0","0","0","0","0"
"National","MR. MAHBUB","","","","","","","","113757455.16","116345785.66","-2588330.5","-2.2246","2","0","0","0","0","140202","147964","-7762","-5.2458","1622.76","1572.62","50.14","3.1883","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","","","","","","","10022195.6","13007585.56","-2985389.96","-22.9511","2","0","0","0","0","10946","13916","-2970","-21.3423","1831.2","1869.44","-38.24","-2.0455","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","","","5239813.2","6604923.22","-1365110.02","-20.668","8","0","0","0","0","9352","10578","-1226","-11.59","2122.92","1248.8","874.12","69.9967","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","2303860","Nutrilife Apple Fruit Magic 160ml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","2303862","Nutrilife Guava Fruit Magic 160ml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","2303868","Taaza Tea 400g(By1 Gt1 Horl.75g Free)BD","8127.16","0","0","0","1","0","0","0","0","33","0","0","0","246.28","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","2603979","Vim Dish Wash Bar 300g(B2 G75ml Lq.Free)","5491.2","0","0","0","1","0","0","0","0","75","0","0","0","73.22","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","2603985","Vim DW.Liquid 500ml(By1 Gt1 Box Free)BD","1320","0","0","0","1","0","0","0","0","9","0","0","0","146.67","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","2816318","Chopstick Noodles Deshi Masala 744g","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","2816319","Chopstick Noodles Yummy Masala 744g","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","2816320","Ruchi Jhal Chanachur 500g","600","0","0","0","1","0","0","0","0","6","0","0","0","100","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","2816326","AG Food Chicken Salami 200g","1380","0","0","0","1","0","0","0","0","5","0","0","0","276","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","2816327","AG Food Keema Paratha 250g","600","0","0","0","1","0","0","0","0","6","0","0","0","100","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","2816351","Kinder Creamy 152g(BOGOF)","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3016986","Listerine Original Mouth Wash 80ml Ind.","82","0","0","0","1","0","0","0","0","1","0","0","0","82","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3016987","Listerine Cool Mint Mouth Wash 80ml Ind.","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3016988","Garnier VitaminC Serum Cream SPF40 45g","580","0","0","0","1","0","0","0","0","2","0","0","0","290","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3017016","Santor Soap 100g BD(BOGOF)","1357.46","0","0","0","1","0","0","0","0","23","0","0","0","59.02","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3017018","Creation Lamis Open Fire B.Spray 200ml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3017021","Dr.C.Tuna Sun Lotion(SPF50) 75ml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3017024","Meril Milk Soap 100g(Buy3 Get1 Free)","2802","0","0","0","1","0","0","0","0","20","0","0","0","140.1","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3017025","Senora Confidence(Buy2 Get Save tk.60/)","1040","0","0","0","1","0","0","0","0","4","0","0","0","260","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3017026","Lifebuoy Antibac.Wet Wipes 48Pcs(BOGOF)","426.8","0","0","0","1","0","0","0","0","2","0","0","0","213.4","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3017032","Sunsilk L.&H.G.Sham.650ml M.Up Bag Free","1100","0","0","0","1","0","0","0","0","2","0","0","0","550","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3017033","Clear AD A.H.F.Sha.350ml Travel Bag Free","680","0","0","0","1","0","0","0","0","2","0","0","0","340","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3017034","Clear AD C.A.C Sha.350ml Travel Bag Free","680","0","0","0","1","0","0","0","0","2","0","0","0","340","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3017035","Clear P.AD.L.Sham.350ml Travel Bag Free","1050","0","0","0","1","0","0","0","0","3","0","0","0","350","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3017036","CloseUp Fresh Freeze 145g W.Sipper Free","1080","0","0","0","1","0","0","0","0","9","0","0","0","120","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3017037","CloseUp Cool Mint 145g W.Sipper Free","590.4","0","0","0","1","0","0","0","0","5","0","0","0","118.08","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3814692","S201047 R_PIZZA LADER XL CN","100","0","0","0","1","0","0","0","0","1","0","0","0","100","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3814698","S201047 R_STRAINER BOWL B CN","510","0","0","0","1","0","0","0","0","3","0","0","0","170","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","","","","3814708","S201047 R_DAGER SPOON SS PCS","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","","","","","195512.76","196772.2","-1259.44","-0.64","6","0","0","0","0","418","452","-34","-7.5221","1522.7","870.68","652.02","74.8862","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","","","2102233","Himalaya Gentle Baby Soap 75g(B2G1 Free)","800","0","0","0","1","0","0","0","0","5","0","0","0","160","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","","","2102234","Pepsodent Orange Toothpaste 45g","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","","","2102235","Pepsodent Strawberry Toothpaste 45g","144","0","0","0","1","0","0","0","0","2","0","0","0","72","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","","","","14030","22546.2","-8516.2","-37.7722","2","0","0","0","0","44","92","-48","-52.1739","637.72","490.14","147.58","30.1097","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY CLEANING ACCESSORIES","","","2710","110","2600","2363.6363","2","0","0","0","0","8","2","6","300","677.5","110","567.5","515.909","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY CLEANING ACCESSORIES","2100301","Angel Bottle & Nipple Cleanser-300ml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY CLEANING ACCESSORIES","2100302","Angel Bottle&Nipple Cleanser 500m(Bottl)","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY CLEANING ACCESSORIES","2100355","Farlin Bottle & Nipple Brush BF - 250","486","0","0","0","1","0","0","0","0","2","0","0","0","243","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY CLEANING ACCESSORIES","2100871","Farlin Feeding B.W BF-200-5 500ml","529","0","0","0","1","0","0","0","0","1","0","0","0","529","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY CLEANING ACCESSORIES","2101616","Kodomo Baby Laundry Detergent 700ml","340","0","0","0","1","0","0","0","0","1","0","0","0","340","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY CLEANING ACCESSORIES","2101837","Moonship Bottle&Nipple Brush Set","0","55","-55","-100","1","0","0","0","0","0","1","-1","-100","0","55","-55","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY CLOTHING","","","3028","0","0","0","2","0","0","0","0","6","0","0","0","1009.34","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY CLOTHING","2100403","Farlin Baby Pants  BF - 532","1028","0","0","0","1","0","0","0","0","2","0","0","0","514","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY CLOTHING","2101451","Farlin Baby Bootees BF-475","486","0","0","0","1","0","0","0","0","1","0","0","0","486","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","","","6392","11985.7","-5593.7","-46.6697","2","0","0","0","0","22","44","-22","-50","581.1","544.8","36.3","6.6629","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100221","Fancy Hood Bottle 60 ml RNA-2N2 PP","257","243","14","5.7613","1","0","0","0","0","1","1","0","0","257","243","14","5.7613","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100224","Bottle With Handle 120 ml RXA-4D2H1 PP","0","514","-514","-100","1","0","0","0","0","0","2","-2","-100","0","257","-257","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100227","Feeding Bottle 240 ml RXA-8A2 PP","0","286","-286","-100","1","0","0","0","0","0","1","-1","-100","0","286","-286","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100266","Angel Silicon Nipple In Jar Size-S","108","0","0","0","1","0","0","0","0","2","0","0","0","54","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100267","Angel Silicon Nipple -M","108","50","58","116","1","0","0","0","0","1","1","0","0","108","50","58","116","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100268","Angel Silicon Nipple In Jar Size-L","50","50","0","0","1","0","0","0","0","1","1","0","0","50","50","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100269","Angel Silicon Nipple In Jar Size-XL","200","150","50","33.3333","1","0","0","0","0","2","2","0","0","100","75","25","33.3333","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100292","Angel Drinking Cup Dca-01w(15001)","257","0","0","0","1","0","0","0","0","1","0","0","0","257","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100296","Angel 2Step Trainning Cup 3+Months","358","0","0","0","1","0","0","0","0","1","0","0","0","358","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100324","Angel stony   BAA-28(15414)","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100332","Farlin Wide-Neck Bottleá - 10oz NF - 805","0","415","-415","-100","1","0","0","0","0","0","1","-1","-100","0","415","-415","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100339","Farlin Decorative Bottle-4oz NF-868","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100346","Farlin Easy Feeder BF - 193A","315","315","0","0","1","0","0","0","0","1","1","0","0","315","315","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100347","Farlin Feeding Bottle 7oz  NF --898","400","0","0","0","1","0","0","0","0","1","0","0","0","400","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100876","Farlin Feeding B.W Ref.BF-200A 700ml","0","501","-501","-100","1","0","0","0","0","0","1","-1","-100","0","501","-501","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100878","Farlin Silicon Nipple -S G-1(B)","0","158","-158","-100","1","0","0","0","0","0","2","-2","-100","0","79","-79","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2100880","Farlin Silicon Nipple -L G-1(B)","0","79","-79","-100","1","0","0","0","0","0","1","-1","-100","0","79","-79","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101007","Linco Stylish Straw Cup (L-22409)","0","340","-340","-100","1","0","0","0","0","0","1","-1","-100","0","340","-340","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101012","Linco Standard Silicone Nipple(All Size)","0","145.35","-145.35","-100","1","0","0","0","0","0","3","-3","-100","0","48.45","-48.45","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101036","Linco Round-Hole Stand. Nipple (L-22201)","0","289","-289","-100","1","0","0","0","0","0","1","-1","-100","0","289","-289","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101041","Linco Round-Hole Silic. Nipple (L-22202)","0","144.5","-144.5","-100","1","0","0","0","0","0","1","-1","-100","0","144.5","-144.5","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101049","Linco Cross-Cut Standard Nipple(L-22204)","0","144.5","-144.5","-100","1","0","0","0","0","0","1","-1","-100","0","144.5","-144.5","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101062","Linco Non-Spill Safety Cup (L-22401)","0","306","-306","-100","1","0","0","0","0","0","1","-1","-100","0","306","-306","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101090","Linco Stylish Nipple Cup (L-22408)","0","331.5","-331.5","-100","1","0","0","0","0","0","1","-1","-100","0","331.5","-331.5","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101587","Farlin 1Step Golden triangle Nipple T-3","400","0","0","0","1","0","0","0","0","1","0","0","0","400","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101588","Farlin PP Standard N.Bottle 270ml-42011","0","458","-458","-100","1","0","0","0","0","0","1","-1","-100","0","458","-458","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101589","Farlin PP Standard N.Bottle 140ml-41011","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101590","Farlin 2Step Top-707g Glass F.Bottle 240","0","501","-501","-100","1","0","0","0","0","0","1","-1","-100","0","501","-501","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101591","Farlin PP Standard N.Bottle 240ml-41012","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101595","Angel RNA-4N2 Feeding Bottle 120ml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101596","Angel RNA-8N2 Feeding Bottle 240ml","0","572","-572","-100","1","0","0","0","0","0","2","-2","-100","0","286","-286","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101641","Linco PES Standard Feeding Bottle 270ml","743","0","0","0","1","0","0","0","0","1","0","0","0","743","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","BABY FEEDER AND FEEDING ACCESSORIES","2101841","Farlin Glass Feeding Bottle NB-205G 60cc","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","GROOMING ACCESSORIES","","","1900","9392.5","-7492.5","-79.771","2","0","0","0","0","12","52","-40","-76.923","316.66","361.26","-44.6","-12.3456","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","GROOMING ACCESSORIES","2100275","Angel Water Filled Teether ST-C","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","GROOMING ACCESSORIES","2100279","Angel Water Filled Teether ST-6","186","186","0","0","1","0","0","0","0","1","1","0","0","186","186","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","GROOMING ACCESSORIES","2100313","Angel Powder Puff BAA-07(15302)","0","572","-572","-100","1","0","0","0","0","0","2","-2","-100","0","286","-286","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","GROOMING ACCESSORIES","2100374","Farlin Cotton Buds (100 PCs) BF - 113","0","372","-372","-100","1","0","0","0","0","0","2","-2","-100","0","186","-186","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","GROOMING ACCESSORIES","2100375","Farlin Cotton Buds (200 PCs) BF - 113-2","0","329","-329","-100","1","0","0","0","0","0","1","-1","-100","0","329","-329","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","GROOMING ACCESSORIES","2100431","Farlin Bath Ball BF - 309A","372","516","-144","-27.9069","1","0","0","0","0","2","3","-1","-33.3333","186","172","14","8.1395","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","GROOMING ACCESSORIES","2101020","Linco Orthodontic Pacifier(L-22307)","0","195","-195","-100","1","0","0","0","0","0","1","-1","-100","0","195","-195","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","GROOMING ACCESSORIES","2101039","Linco Rattle Baby Teether (L-22538)","0","220","-220","-100","1","0","0","0","0","0","1","-1","-100","0","220","-220","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","GROOMING ACCESSORIES","2101055","Linco Orthodontic Pacifier (L-22302)","0","140.25","-140.25","-100","1","0","0","0","0","0","1","-1","-100","0","140.25","-140.25","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","GROOMING ACCESSORIES","2101058","Linco Baby Safety Scissors (L-22536)","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","GROOMING ACCESSORIES","2101583","Farlin Doctor J.Baby Cotton Buds 190Pcs","286","1401","-1115","-79.586","1","0","0","0","0","1","5","-4","-80","286","280.2","5.8","2.0699","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","GROOMING ACCESSORIES","3008782","Cherien Pure Cotton Buds 100s","106","765","-659","-86.1437","1","0","0","0","0","2","10","-8","-80","53","76.5","-23.5","-30.7189","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","MOTHERS ACCESSORIES","","","0","1058","-1058","-100","2","0","0","0","0","0","2","-2","-100","0","1058","-1058","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY ACCESSORIES","MOTHERS ACCESSORIES","2101838","Farlin Disposable Breast Pad BF-634A","0","529","-529","-100","1","0","0","0","0","0","1","-1","-100","0","529","-529","-100","0","0","0","0","0","0","0"
"National","MR. MAHBUB","C001-CTG Gol Pahar","COMPANY GOODS","BABY CARE","BABY DIAPER","","","","98999","50126","48873","97.5002","2","0","0","0","0","136","54","82","151.8518","1455.86","1856.52","-400.66","-21.5812","0","0","0","0","0","0","0"
